"WDID"	"Date/time of sample collection"	"Monitoring Location Latitude"	"Monitoring Location Longitude"	"Parameter"	"Result"	"Units"	"Latitude"	"Longitude"	"DateEntered"
"9 37I001935"	12/22/2015 0:00:00	33.20	-117.33	"Total Suspended Solids (TSS)"	19.00	"mg/L"	33.20	-117.33	8/14/2017 13:08:08
"9 37I001935"	1/5/2016 0:00:00	33.20	-117.33	"Oil and Grease"	4.10	"mg/L"	33.20	-117.33	8/14/2017 13:08:08
"9 37I001935"	1/5/2016 0:00:00	33.20	-117.33	"Oil and Grease"	6.00	"mg/L"	33.20	-117.33	8/14/2017 13:08:08
"9 37I001935"	1/5/2016 0:00:00	33.20	-117.33	"pH"	7.60	"SU"	33.20	-117.33	8/14/2017 13:08:08
"9 37I001935"	1/5/2016 0:00:00	33.20	-117.33	"pH"	7.69	"SU"	33.20	-117.33	8/14/2017 13:08:08
"9 37I001935"	1/5/2016 0:00:00	33.20	-117.33	"Total Suspended Solids (TSS)"	39.00	"mg/L"	33.20	-117.33	8/14/2017 13:08:08
"9 37I001935"	1/5/2016 0:00:00	33.20	-117.33	"Total Suspended Solids (TSS)"	60.00	"mg/L"	33.20	-117.33	8/14/2017 13:08:08
"9 37I001935"	3/7/2016 0:00:00	33.20	-117.33	"Oil and Grease"	2.80	"mg/L"	33.20	-117.33	8/14/2017 13:08:08
"9 37I001935"	3/7/2016 0:00:00	33.20	-117.33	"Oil and Grease"	3.90	"mg/L"	33.20	-117.33	8/14/2017 13:08:08
"9 37I001935"	3/7/2016 0:00:00	33.20	-117.33	"pH"	6.57	"SU"	33.20	-117.33	8/14/2017 13:08:08
"9 37I001935"	3/7/2016 0:00:00	33.20	-117.33	"pH"	7.66	"SU"	33.20	-117.33	8/14/2017 13:08:08
"9 37I001935"	3/7/2016 0:00:00	33.20	-117.33	"Total Suspended Solids (TSS)"	25.00	"mg/L"	33.20	-117.33	8/14/2017 13:08:08
"9 37I001935"	9/20/2016 0:00:00	33.20	-117.33	"Oil and Grease"	3.40	"mg/L"	33.20	-117.33	8/14/2017 13:08:10
"9 37I001935"	9/20/2016 0:00:00	33.20	-117.33	"Oil and Grease"	4.10	"mg/L"	33.20	-117.33	8/14/2017 13:08:10
"9 37I001935"	9/20/2016 0:00:00	33.20	-117.33	"pH"	6.80	"SU"	33.20	-117.33	8/14/2017 13:08:10
"9 37I001935"	9/20/2016 0:00:00	33.20	-117.33	"pH"	6.90	"SU"	33.20	-117.33	8/14/2017 13:08:10
"9 37I001935"	9/20/2016 0:00:00	33.20	-117.33	"Total Suspended Solids (TSS)"	20.00	"mg/L"	33.20	-117.33	8/14/2017 13:08:10
"9 37I001935"	9/20/2016 0:00:00	33.20	-117.33	"Total Suspended Solids (TSS)"	60.00	"mg/L"	33.20	-117.33	8/14/2017 13:08:10
"9 37I001935"	10/24/2016 0:00:00	33.20	-117.33	"Oil and Grease"	7.80	"mg/L"	33.20	-117.33	8/14/2017 13:08:10
"9 37I001935"	10/24/2016 0:00:00	33.20	-117.33	"pH"	6.70	"SU"	33.20	-117.33	8/14/2017 13:08:10
"9 37I001935"	10/24/2016 0:00:00	33.20	-117.33	"pH"	7.00	"SU"	33.20	-117.33	8/14/2017 13:08:10
"9 37I001935"	10/24/2016 0:00:00	33.20	-117.33	"Total Suspended Solids (TSS)"	20.00	"mg/L"	33.20	-117.33	8/14/2017 13:08:10
"9 37I001935"	10/24/2016 0:00:00	33.20	-117.33	"Total Suspended Solids (TSS)"	110.00	"mg/L"	33.20	-117.33	8/14/2017 13:08:10
"9 37I001935"	1/2/2017 0:00:00	33.20	-117.33	"Oil and Grease"	4.30	"mg/L"	33.20	-117.33	8/14/2017 13:08:10
"9 37I001935"	1/2/2017 0:00:00	33.20	-117.33	"Oil and Grease"	7.30	"mg/L"	33.20	-117.33	8/14/2017 13:08:10
"9 37I001935"	1/2/2017 0:00:00	33.20	-117.33	"pH"	7.00	"SU"	33.20	-117.33	8/14/2017 13:08:10
"9 37I001935"	1/2/2017 0:00:00	33.20	-117.33	"pH"	7.20	"SU"	33.20	-117.33	8/14/2017 13:08:10
"9 37I001935"	1/2/2017 0:00:00	33.20	-117.33	"Total Suspended Solids (TSS)"	17.00	"mg/L"	33.20	-117.33	8/14/2017 13:08:10
"9 37I001935"	1/2/2017 0:00:00	33.20	-117.33	"Total Suspended Solids (TSS)"	25.00	"mg/L"	33.20	-117.33	8/14/2017 13:08:10
"9 37I001935"	1/9/2017 0:00:00	33.20	-117.33	"Oil and Grease"	7.70	"mg/L"	33.20	-117.33	8/14/2017 13:08:10
"9 37I001935"	1/9/2017 0:00:00	33.20	-117.33	"pH"	6.60	"SU"	33.20	-117.33	8/14/2017 13:08:10
"9 37I001935"	1/9/2017 0:00:00	33.20	-117.33	"pH"	7.10	"SU"	33.20	-117.33	8/14/2017 13:08:10
"9 37I001935"	1/9/2017 0:00:00	33.20	-117.33	"Total Suspended Solids (TSS)"	5.20	"mg/L"	33.20	-117.33	8/14/2017 13:08:10
"9 37I001935"	1/9/2017 0:00:00	33.20	-117.33	"Total Suspended Solids (TSS)"	53.00	"mg/L"	33.20	-117.33	8/14/2017 13:08:10
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Ammonia Total (as N)"	2.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Ammonia Total (as N)"	4.50	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Ammonia Total (as N)"	5.25	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Ammonia Total (as N)"	18.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Antimony Total"	4.7e-03	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Arsenic Total"	5.0e-03	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Beryllium Total"	1.80	"ug/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C)"	16.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C)"	31.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C)"	46.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C)"	89.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Cadmium Total"	4.0e-04	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Chemical Oxygen Demand (COD)"	65.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Chemical Oxygen Demand (COD)"	120.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Chemical Oxygen Demand (COD)"	158.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Chemical Oxygen Demand (COD)"	223.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Chloride"	21.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Chloride"	27.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Chloride"	90.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Chloride"	348.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Chromium (Total)"	1.2e-03	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Copper Total"	0.01	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Copper Total"	0.02	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Copper Total"	0.02	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Copper Total"	0.03	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Electrical Conductivity @ 25 Deg. C"	96.00	"umhos/cm"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Electrical Conductivity @ 25 Deg. C"	130.00	"umhos/cm"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Electrical Conductivity @ 25 Deg. C"	540.00	"umhos/cm"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Electrical Conductivity @ 25 Deg. C"	1310.00	"umhos/cm"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Enterococci"	11000.00	"MPN/100 mL"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Enterococci"	12000.00	"MPN/100 mL"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Enterococci"	24000.00	"MPN/100 mL"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Enterococci"	40000.00	"MPN/100 mL"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Ethylene glycol"	5.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Fecal Coliform"	1100.00	"MPN/100 mL"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Fecal Coliform"	11000.00	"MPN/100 mL"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Fecal Coliform"	22000.00	"MPN/100 mL"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Fecal Coliform"	24000.00	"MPN/100 mL"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Lead Total"	3.7e-03	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Methylene Blue Active Substances (MBAS)"	0.13	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Methylene Blue Active Substances (MBAS)"	0.19	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Methylene Blue Active Substances (MBAS)"	0.25	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Methylene Blue Active Substances (MBAS)"	0.29	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Nickel Total"	1.9e-03	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Nitrate Total (as N)"	5.10	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Nitrate Total (as N)"	5.70	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Nitrate Total (as N)"	7.80	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Nitrate Total (as N)"	16.40	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Nitrite Plus Nitrate (as N)"	5.10	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Nitrite Plus Nitrate (as N)"	5.70	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Nitrite Plus Nitrate (as N)"	7.80	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Nitrite Plus Nitrate (as N)"	16.40	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Nitrite Total (as N)"	0.02	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Oil and Grease"	1.60	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Oil and Grease"	2.90	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Oil and Grease"	4.70	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"PCB-1016"	0.40	"ug/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"PCB-1221"	0.40	"ug/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"PCB-1232"	0.40	"ug/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"PCB-1242"	0.40	"ug/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"PCB-1248"	0.40	"ug/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"PCB-1254"	0.40	"ug/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"PCB-1260"	0.40	"ug/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"pH"	7.50	"SU"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"pH"	7.93	"SU"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"pH"	8.34	"SU"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"pH"	9.95	"SU"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Phosphorus Total (as P)"	0.40	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Phosphorus Total (as P)"	0.75	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Phosphorus Total (as P)"	0.95	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Phosphorus Total (as P)"	1.15	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Selenium Total"	5.2e-03	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Silver Total"	7.0e-04	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Sulfate Total (as SO4)"	5.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Sulfate Total (as SO4)"	12.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Sulfate Total (as SO4)"	70.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Sulfate Total (as SO4)"	101.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Temperature"	16.40	"Degrees C"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Temperature"	16.50	"Degrees C"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Temperature"	16.70	"Degrees C"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Temperature"	16.80	"Degrees C"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Thallium Total"	2.2e-03	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Total Coliform"	9000.00	"MPN/100 mL"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Total Coliform"	24000.00	"MPN/100 mL"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Total Coliform"	160000.00	"MPN/100 mL"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Total Coliform"	3300000.00	"MPN/100 mL"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Total Dissolved Solids (TDS)"	54.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Total Dissolved Solids (TDS)"	85.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Total Dissolved Solids (TDS)"	350.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Total Dissolved Solids (TDS)"	874.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Total Suspended Solids (TSS)"	60.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Total Suspended Solids (TSS)"	68.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Total Suspended Solids (TSS)"	566.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Total Suspended Solids (TSS)"	1600.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Zinc Total"	0.11	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Zinc Total"	0.13	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Zinc Total"	0.30	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/2/2014 0:00:00	32.97	-117.26	"Zinc Total"	0.37	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Ammonia Total (as N)"	0.70	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Ammonia Total (as N)"	0.80	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Ammonia Total (as N)"	0.95	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Ammonia Total (as N)"	2.20	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Antimony Total"	4.7e-03	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Arsenic Total"	5.0e-03	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Beryllium Total"	1.80	"ug/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C)"	18.80	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C)"	23.50	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C)"	32.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C)"	74.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Cadmium Total"	4.0e-04	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Chemical Oxygen Demand (COD)"	77.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Chemical Oxygen Demand (COD)"	89.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Chemical Oxygen Demand (COD)"	122.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Chemical Oxygen Demand (COD)"	300.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Chloride"	38.20	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Chloride"	94.80	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Chloride"	121.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Chloride"	282.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Chromium (Total)"	1.2e-03	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Copper Total"	0.02	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Copper Total"	0.02	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Copper Total"	0.03	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Electrical Conductivity @ 25 Deg. C"	193.00	"umhos/cm"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Electrical Conductivity @ 25 Deg. C"	490.00	"umhos/cm"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Electrical Conductivity @ 25 Deg. C"	630.00	"umhos/cm"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Electrical Conductivity @ 25 Deg. C"	1580.00	"umhos/cm"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Ethylene glycol"	5.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Lead Total"	3.7e-03	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Methylene Blue Active Substances (MBAS)"	0.12	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Methylene Blue Active Substances (MBAS)"	0.14	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Methylene Blue Active Substances (MBAS)"	0.15	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Methylene Blue Active Substances (MBAS)"	0.21	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Nickel Total"	1.9e-03	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Nitrate Total (as N)"	2.90	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Nitrate Total (as N)"	3.10	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Nitrate Total (as N)"	3.40	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Nitrate Total (as N)"	5.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Nitrite Plus Nitrate (as N)"	2.90	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Nitrite Plus Nitrate (as N)"	3.10	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Nitrite Plus Nitrate (as N)"	3.40	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Nitrite Plus Nitrate (as N)"	5.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Nitrite Total (as N)"	0.02	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
"9 37I001942"	12/12/2014 0:00:00	32.97	-117.26	"Oil and Grease"	2.00	"mg/L"	32.97	-117.26	8/14/2017 13:08:07
